epoch,acc,loss,val_acc,val_loss
0,0.56064880121241845,1.4014197152491517,0.66619318181818177,1.0640703900293871
1,0.80042313100252571,0.60840852224440101,0.78645066291488852,0.66724586539486197
2,0.83497191011235961,0.4964401608102777,0.79675994179210186,0.58875662711653343
3,0.86565585348266472,0.40398470790497171,0.84241531664212077,0.50812353231067686
4,0.87200282070633384,0.37692895733419024,0.83652430044182624,0.44534097662379357
5,0.88293370961806672,0.34070381240548803,0.85272459525598521,0.41458400105165977
6,0.89633286310351956,0.32047765442447368,0.85861561119293073,0.38498139868604242
7,0.89351198854836489,0.29970589544944604,0.87334315239593097,0.35107281233495397
8,0.89703808172129107,0.30301882734335694,0.84683357879234167,0.42787178828544226
9,0.90550070513454917,0.27666879486297857,0.85714285784512101,0.39984522564597264
10,0.91995768688293367,0.24594059639593274,0.87776141454615197,0.33734616378270121
11,0.91643159396221341,0.2387489378872644,0.87776141384388806,0.3564438389748642
12,0.9111424542448584,0.26518475168682792,0.88954344694674103,0.34117680274509715
13,0.91643159396221341,0.23912234055810991,0.88659793884659377,0.35256433210422083
14,0.90620592366825203,0.26200257378337416,0.91163475699558172,0.30670068673076262
15,0.92700987297658022,0.21666335300851103,0.87923416859622561,0.36181077330382827
16,0.92277856143808834,0.21826185544556051,0.85419734974497374,0.3733262816479701
17,0.92242595221327117,0.2333675617895947,0.8748159057437408,0.36106783939478848
18,0.92454160781437988,0.22605082970664261,0.88217967599410896,0.34754202118217509
19,0.92877291952100893,0.21434618261536353,0.89101620099681467,0.3578923557924768
20,0.92489421720733422,0.20496159613300613,0.88365243004418259,0.35242581073419688
21,0.92771509151028309,0.19965272481922369,0.87776141454615197,0.3425160990108973
22,0.92348377980365404,0.21038485105098217,0.87187039764359353,0.35803752614182471
23,0.92101551472552234,0.22324941184355948,0.88217967669637287,0.35894718063948605
24,0.92313117049476823,0.21324883739770048,0.88659793814432986,0.32109188096424968
25,0.92524682685249449,0.20634524669230236,0.87628865996938043,0.34922047145939011
0,0.93124118493541508,0.19743018047765884,0.88659793884659377,0.33753639099699762
1,0.94217207325866759,0.16346849547370701,0.8703976435935199,0.36486238056851417
2,0.94146685464089608,0.15758531686701457,0.88659793831989586,0.34860511749587808
3,0.93511988708095251,0.18605179988026452,0.88512518479652014,0.33163982129413005
4,0.94076163602312457,0.16783631385970016,0.88512518409425622,0.33193432852428334
5,0.9464033848812281,0.16264217078937968,0.88512518479652014,0.34599232375182881
6,0.93723554301833567,0.16817763695763938,0.88954344624447712,0.32649417722457813
7,0.95063469675599432,0.14110937488642331,0.88070692194403533,0.3539052859431514
8,0.94252468265162204,0.17126686240011782,0.89690721667041129,0.29752508705599845
9,0.94464033867307373,0.15803013987870748,0.87923416789396169,0.35888889164215337
10,0.94287729204457638,0.16323517910263938,0.89101620029455086,0.32092730851298051
11,0.93794076180424446,0.18059389885877519,0.8703976442957837,0.3491854209436408
12,0.94393512005530222,0.1576598607770815,0.87628866049607834,0.33408685206313549
13,0.94464033833679928,0.16222002875317304,0.88217967599410896,0.32800856903085651
14,0.94957686899747429,0.14324954784723531,0.8703976435935199,0.35210122492312507
15,0.94746121280788531,0.15405660916030492,0.88365243004418259,0.33513181753160326
16,0.95028208736303998,0.14700218282734556,0.86008836594526827,0.33570247447455581
17,0.94851904107081708,0.14950796309201775,0.89543446262033766,0.31678250752422349
18,0.94111424533201038,0.15894970331440861,0.88807069236996949,0.31345564434208822
19,0.94499294798195954,0.1652008346971571,0.88512518479652014,0.32441126023020062
